,wind_950mb,wind_900mb,wind_850mb,wind_800mb,wind_750mb,wind_700mb,wind_650mb,wind_600mb,wind_550mb,wind_500mb,wind_450mb,wind_400mb,wind_350mb,wind_300mb,wind_250mb,wind_200mb,rh_950mb,rh_900mb,rh_850mb,rh_800mb,rh_750mb,rh_700mb,rh_650mb,rh_600mb,rh_550mb,rh_500mb,rh_450mb,rh_400mb,rh_350mb,rh_300mb,rh_250mb,rh_200mb,timepoint,cloudcover,highcloud,midcloud,lowcloud,temp2m,lifted_index,rh2m,msl_pressure,prec_amount,snow_depth,wind10m.direction,wind10m.speed,year,type,country,age,species_,fecha_limpia,fatal,sex,latitud,longitud,country2,fatal_N,fatal_Unknown,fatal_Y,fatal_N.1,fatal_Unknown.1,fatal_Y.1,species_.1,fecha_limpia.1,type.1,age_NORM
975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,27.0,Unespecific,Sep,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,13.0,7.0,6.313925056346614
977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,27.0,Unespecific,Sep,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,13.0,7.0,6.313925056346614
978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,24.0,Unespecific,Sep,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,13.0,7.0,5.936887022671936
981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,10.0,Unespecific,Aug,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,7.0,3.58302947382199
982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,australia,31.0,White shark,Aug,Y,M,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,7.0,6.776989545291685
983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Boating,usa,45.0,White shark,Aug,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,8.147141415836456
984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Provoked,australia,27.0,Unespecific,Aug,N,F,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,4.0,6.313925056346614
986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,australia,47.0,Unespecific,Aug,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,7.0,8.319303979655407
987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,25.0,Unespecific,Aug,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,7.0,6.06575989245481
989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Invalid,usa,27.0,Tiger shark,Aug,Unknown,F,39.7837304,-100.445882,HN,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,6.313925056346614
990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Boating,usa,27.0,White shark,Aug,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,6.313925056346614
991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,37.0,Tiger shark,Aug,N,F,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,7.0,7.404632331573262
992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,16.0,Unespecific,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,4.754472937004027
993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,20.0,Unespecific,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,5.383838360482004
994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,10.0,Tiger shark,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,7.0,3.58302947382199
995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,13.0,Tiger shark,Jul,N,F,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,7.0,4.212483084143039
996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,55.0,Lemon shark,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,7.0,8.964550975600854
998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,27.0,Unespecific,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,6.313925056346614
999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Provoked,usa,27.0,Lemon shark,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,4.0,6.313925056346614
1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,south africa,21.0,Unespecific,Jul,N,F,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,5.528303710887473
1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Provoked,usa,20.0,Lemon shark,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,4.0,5.383838360482004
1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,19.0,Unespecific,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,5.234668409736022
1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,48.0,Unespecific,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,8.40362856936233
1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,20.0,Lemon shark,Jun,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,7.0,5.383838360482004
1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,6.0,Unespecific,Jun,N,F,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,7.0,2.515363934617539
1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,13.0,Unespecific,Jun,N,F,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,7.0,4.212483084143039
1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,18.0,Unespecific,Jun,N,F,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,7.0,5.08038032862004
1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,australia,40.0,Unespecific,Jun,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,7.0,7.694116247373475
1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,20.0,Unespecific,Jun,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,7.0,5.383838360482004
1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Provoked,usa,49.0,Lemon shark,May,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,4.0,8.48683518430107
1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,australia,27.0,Unespecific,May,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,7.0,6.313925056346614
1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,10.0,Unespecific,May,N,F,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,7.0,3.58302947382199
1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Provoked,usa,29.0,Lemon shark,Apr,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,6.550576128997467
1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,68.0,Unespecific,Apr,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,7.0,9.895404954999789
1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,south africa,35.0,Unespecific,Apr,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,7.0,7.203188258363141
1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,new zealand,27.0,Lemon shark,Unknown,N,M,-41.5000831,172.8344077,HS,1.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,7.0,6.313925056346614
1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,south africa,27.0,Unespecific,Feb,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,7.0,6.313925056346614
1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,australia,60.0,Unespecific,Feb,N,F,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,7.0,9.33772223524818
1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,australia,46.0,Unespecific,Feb,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,7.0,8.233822118168822
1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Provoked,new zealand,27.0,Tiger shark,Feb,N,M,-41.5000831,172.8344077,HS,1.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,6.313925056346614
1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,australia,18.0,White shark,Feb,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,7.0,5.08038032862004
1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Provoked,usa,27.0,Unespecific,Feb,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,6.313925056346614
1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,38.0,Unespecific,Feb,Y,M,39.7837304,-100.445882,HN,0.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,7.0,7.502744447095262
1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Provoked,new zealand,14.0,Unespecific,Feb,N,F,-41.5000831,172.8344077,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,4.401298165473145
1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,australia,27.0,Unespecific,Jan,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,6.313925056346614
1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,south africa,37.0,White shark,Jan,Y,M,-28.8166236,24.991639,HS,0.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,7.0,7.404632331573262
1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,australia,9.0,White shark,Jan,N,F,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,7.0,3.34649086363745
1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,usa,32.0,Unespecific,Jan,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,6.886696297701842
1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Unprovoked,south africa,27.0,Unespecific,Jan,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,6.313925056346614
1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,south africa,20.0,Unespecific,Dec,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,7.0,5.383838360482004
1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Provoked,australia,55.0,Unespecific,Dec,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,8.964550975600854
1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Boating,australia,27.0,Unespecific,Dec,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,6.313925056346614
1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,australia,18.0,Lemon shark,Dec,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,5.08038032862004
1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,south africa,22.0,Unespecific,Dec,Y,M,-28.8166236,24.991639,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,7.0,5.668426724383542
1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,new zealand,24.0,White shark,Dec,Y,M,-41.5000831,172.8344077,HS,0.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,7.0,5.936887022671936
1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,australia,39.0,Unespecific,Dec,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,7.0,7.599216268263662
1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Boating,australia,27.0,White shark,Dec,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0,6.313925056346614
1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Provoked,usa,58.0,Tiger shark,Dec,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,4.0,9.190937196209264
1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Invalid,usa,49.0,Tiger shark,Nov,Unknown,M,39.7837304,-100.445882,HN,0.0,1.0,0.0,0.0,1.0,0.0,2.0,11.0,3.0,8.48683518430107
1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,10.0,Unespecific,Nov,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,7.0,3.58302947382199
1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,31.0,Tiger shark,Nov,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,11.0,7.0,6.776989545291685
1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,22.0,Unespecific,Nov,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,7.0,5.668426724383542
1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,27.0,Unespecific,Nov,N,F,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,7.0,6.313925056346614
1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,18.0,Unespecific,Nov,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,7.0,5.08038032862004
1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,australia,25.0,Unespecific,Nov,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,7.0,6.06575989245481
1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,21.0,Unespecific,Nov,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,7.0,5.528303710887473
1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Boating,australia,27.0,White shark,Oct,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,4.0,12.0,1.0,6.313925056346614
1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,australia,17.0,Unespecific,Oct,N,F,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,12.0,7.0,4.9204987475712345
1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,27.0,Unespecific,Oct,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,12.0,7.0,6.313925056346614
1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,54.0,Tiger shark,Oct,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,12.0,7.0,8.887334884989867
1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,australia,23.0,Lemon shark,Oct,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,7.0,5.804526769363659
1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,27.0,Lemon shark,Sep,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,7.0,6.313925056346614
1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Invalid,usa,60.0,Tiger shark,Sep,Y,M,39.7837304,-100.445882,HN,0.0,0.0,1.0,0.0,0.0,1.0,2.0,13.0,3.0,9.33772223524818
1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,27.0,Unespecific,Aug,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,7.0,6.313925056346614
1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,south africa,25.0,White shark,Aug,Y,M,-28.8166236,24.991639,HS,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,7.0,6.06575989245481
1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,22.0,White shark,Aug,N,F,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,7.0,5.668426724383542
1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,south africa,27.0,White shark,Aug,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,7.0,6.313925056346614
1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,26.0,Unespecific,Aug,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,7.0,6.191371446042166
1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,27.0,Tiger shark,Aug,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,7.0,6.313925056346614
1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,56.0,Lemon shark,Aug,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,9.040872891499236
1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,australia,14.0,Unespecific,Jul,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,4.401298165473145
1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,14.0,Unespecific,Jul,N,F,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,4.401298165473145
1090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,26.0,Unespecific,Jul,N,F,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,6.191371446042166
1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,19.0,Unespecific,Jul,N,F,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,5.234668409736022
1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,27.0,Unespecific,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,6.313925056346614
1095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,south africa,37.0,Unespecific,Jul,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,7.404632331573262
1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,12.0,Unespecific,Jul,N,F,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,4.014118284080704
1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Provoked,usa,43.0,Unespecific,Jul,N,F,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,4.0,7.970004721350402
1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,australia,52.0,Tiger shark,Jun,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,7.0,8.730109485924778
1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Invalid,usa,26.0,Tiger shark,Jun,Unknown,M,39.7837304,-100.445882,HN,0.0,1.0,0.0,0.0,1.0,0.0,2.0,7.0,3.0,6.191371446042166
1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Invalid,usa,14.0,Tiger shark,Jun,Unknown,M,39.7837304,-100.445882,HN,0.0,1.0,0.0,0.0,1.0,0.0,2.0,7.0,3.0,4.401298165473145
1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Provoked,usa,27.0,Tiger shark,May,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,4.0,6.313925056346614
1106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,31.0,Tiger shark,May,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,7.0,6.776989545291685
1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,49.0,Tiger shark,May,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,7.0,8.48683518430107
1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,55.0,Tiger shark,May,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,7.0,8.964550975600854
1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,27.0,Unespecific,Apr,N,F,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,7.0,6.313925056346614
1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Unprovoked,usa,27.0,Unespecific,Apr,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,7.0,6.313925056346614
